FQDN,Is_Bad,Has_A_Record,Has_AAAA_Record,Has_MX_Record,Has_TXT_Record,A_Records,AAAA_Records,MX_Records,TXT_Records,Final_Protocol_HTTPS,Status_Code_OK,HTTP_to_HTTPS_Redirect,High_Redirects,Redirects,HSTS,Certificate_Valid,Has_Suspicious_Keywords,Final_URL_Known,Certificate_Issuer,Certificate_Expiry,Domain_Age,TLD,Content_Type,IP_Analysis,Overall_Status
bannaciolr7389r63892.atwebpages.com,0,1,1,2,2,0.0.0.0,::,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"0.0.0.0: (ASN=2, Country=2, Description=2); ",Good
3226.playvideodirect.com,0,2,2,2,1,,,,"""v=spf1 ip6:fd18:d113:9bed::/48 -all""",2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
r2---sn-5uaeznly.c.2mdn.net,0,1,1,2,2,172.217.147.7,2607:f8b0:4002:3c::7,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"172.217.147.7: (ASN=2, Country=2, Description=2); ",Good
stokke.attn.tv,0,1,2,2,2,"104.18.43.135,172.64.144.121",,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"104.18.43.135: (ASN=2, Country=2, Description=2); 172.64.144.121: (ASN=2, Country=2, Description=2); ",Good
sneaker-shop08.com,1,2,2,2,2,,,,,0,0,0,0,1,2,1,2,1,2,2,2,0,0,,Suspicious
client-cmu.fr,0,1,1,2,2,0.0.0.0,::,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"0.0.0.0: (ASN=2, Country=2, Description=2); ",Good
www.p69.info,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
www.hfraga.com,0,1,2,1,1,177.55.116.76,,"1 aspmx.l.google.com.,5 alt1.aspmx.l.google.com.,5 alt2.aspmx.l.google.com.,10 aspmx2.googlemail.com.,10 aspmx3.googlemail.com.","""v=spf1 include:_spf.google.com ~all"",""google-site-verification=aSd05-dGAF2mwMCKiqNqq48rJ_jtGcU2JCZx0pddQ48""",2,2,2,2,2,2,2,2,2,2,2,2,0,2,"177.55.116.76: (ASN=0, Country=0, Description=0); ",Good
vara.ulitron.ru,0,1,1,2,2,0.0.0.0,::,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"0.0.0.0: (ASN=2, Country=2, Description=2); ",Good
idunne.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
greatautoinsuranceweb.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
dapoopsserver.duckdns.org,0,1,2,1,1,41.116.135.253,,50 dapoopsserver.duckdns.org.,"""""",2,2,2,2,2,2,2,2,2,2,2,2,0,2,"41.116.135.253: (ASN=0, Country=0, Description=0); ",Good
down.chatgptapp.cc,0,1,1,2,2,"104.21.96.1,104.21.112.1,104.21.80.1,104.21.16.1,104.21.48.1,104.21.32.1,104.21.64.1","2606:4700:3030::6815:5001,2606:4700:3030::6815:2001,2606:4700:3030::6815:6001,2606:4700:3030::6815:4001,2606:4700:3030::6815:7001,2606:4700:3030::6815:1001,2606:4700:3030::6815:3001",,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"104.21.96.1: (ASN=2, Country=2, Description=2); 104.21.112.1: (ASN=0, Country=0, Description=0); 104.21.80.1: (ASN=2, Country=2, Description=2); 104.21.16.1: (ASN=2, Country=2, Description=2); 104.21.48.1: (ASN=2, Country=2, Description=2); 104.21.32.1: (ASN=0, Country=0, Description=0); 104.21.64.1: (ASN=0, Country=0, Description=0); ",Good
prod.adtechjp.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
jfzbxgtast.duckdns.org,0,1,2,1,1,192.169.69.26,,50 jfzbxgtast.duckdns.org.,"""""",2,2,2,2,2,2,2,2,2,2,2,2,0,2,"192.169.69.26: (ASN=2, Country=2, Description=2); ",Good
tns-7.kane.tt.omtrdc.net,1,1,2,2,2,"66.235.152.225,66.235.152.221,66.235.152.156",,,,0,1,0,0,0,2,1,0,1,2,2,2,0,0,"66.235.152.225: (ASN=2, Country=2, Description=2); 66.235.152.221: (ASN=0, Country=0, Description=0); 66.235.152.156: (ASN=0, Country=0, Description=0); ",Warning
atdmt.com.70913.9519.302br.net,1,1,2,2,2,"3.248.237.236,54.77.230.99,3.248.158.30,108.128.167.241,52.210.49.149,52.212.176.163,63.33.30.75,34.250.164.89",,,,0,1,0,0,1,2,1,0,1,2,2,2,0,1,"3.248.237.236: (ASN=0, Country=0, Description=0); 54.77.230.99: (ASN=2, Country=2, Description=2); 3.248.158.30: (ASN=2, Country=2, Description=2); 108.128.167.241: (ASN=2, Country=2, Description=2); 52.210.49.149: (ASN=0, Country=0, Description=0); 52.212.176.163: (ASN=2, Country=2, Description=2); 63.33.30.75: (ASN=2, Country=2, Description=2); 34.250.164.89: (ASN=0, Country=0, Description=0); ",Suspicious
www.benevolenceshake.com,0,1,1,2,2,0.0.0.0,::,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"0.0.0.0: (ASN=2, Country=2, Description=2); ",Good
mkt3731.com,1,1,2,1,1,"52.54.153.200,18.233.187.107",,"10 reply.mkt3731.com.,20 mail3135.mkt3731.com.","""v=spf1 ip4:208.95.133.126 ip4:208.95.133.127 -all""",0,1,0,0,0,2,1,0,1,2,2,2,0,0,"52.54.153.200: (ASN=2, Country=2, Description=2); 18.233.187.107: (ASN=0, Country=0, Description=0); ",Warning
bdz.com.pl,0,2,2,2,1,,,,"""0266eff4ea73bf777053db9a2c8e8dda2f031ed6"",""v=spf1 ip6:fdcf:abda:4154::/48 -all""",2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
www.coinagecustody.top,1,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,Caution
repdata.desmoinesregister.com,1,1,2,2,2,"63.140.62.27,63.140.62.222,63.140.62.17",,,,0,1,0,0,0,2,1,0,1,2,2,2,0,0,"63.140.62.27: (ASN=2, Country=2, Description=2); 63.140.62.222: (ASN=0, Country=0, Description=0); 63.140.62.17: (ASN=0, Country=0, Description=0); ",Warning
highty.co,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
f28fda58c5.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
amypcobnzy.duckdns.org,0,1,2,1,1,103.80.134.199,,50 amypcobnzy.duckdns.org.,"""""",2,2,2,2,2,2,2,2,2,2,2,2,0,2,"103.80.134.199: (ASN=0, Country=0, Description=0); ",Good
ad.doubleclick.net.43048.9296.302br.net,1,1,2,2,2,"34.250.164.89,3.248.237.236,54.77.230.99,3.248.158.30,108.128.167.241,52.210.49.149,52.212.176.163,63.33.30.75",,,,1,1,1,0,3,0,1,0,1,2,2,2,0,0,"34.250.164.89: (ASN=2, Country=2, Description=2); 3.248.237.236: (ASN=0, Country=0, Description=0); 54.77.230.99: (ASN=2, Country=2, Description=2); 3.248.158.30: (ASN=2, Country=2, Description=2); 108.128.167.241: (ASN=2, Country=2, Description=2); 52.210.49.149: (ASN=2, Country=2, Description=2); 52.212.176.163: (ASN=0, Country=0, Description=0); 63.33.30.75: (ASN=2, Country=2, Description=2); ",Warning
sand-watch.gq,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
mail3.rentshop.org,1,2,2,2,2,,,,,0,1,0,0,1,2,1,0,1,2,2,2,0,0,,Warning
proflashdata.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
bafybeihon5m3wys6wwm5sbfsxzl2ev3q4izxh4eyxf2jvodjzan7lu4d7u.ipfs.nftstorage.link,0,1,1,2,2,"104.18.41.40,172.64.146.216","2606:4700:4400::6812:2928,2606:4700:4400::ac40:92d8",,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"104.18.41.40: (ASN=0, Country=0, Description=0); 172.64.146.216: (ASN=0, Country=0, Description=0); ",Good
wordlsnews.com,0,1,1,2,2,0.0.0.0,::,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"0.0.0.0: (ASN=2, Country=2, Description=2); ",Good
230-qcc-165.mktoresp.com,1,2,2,2,2,,,,,0,1,0,0,0,2,1,0,1,2,2,2,0,0,,Warning
o-o---preferred---sn-p5q7yne7---v23---cache.c.googlesyndication.com,1,1,1,2,2,216.58.209.46,2a00:1450:4002:809::200e,,,0,0,0,0,0,2,1,2,1,2,2,2,0,0,"216.58.209.46: (ASN=0, Country=0, Description=0); ",Suspicious
ad.doubleclick.net.40654.9311.302br.net,1,1,2,2,2,"54.220.210.4,52.209.93.221,52.31.232.51,3.248.237.236,99.81.197.208,34.250.164.89,34.251.167.52,63.33.30.75",,,,0,1,0,0,1,2,1,0,1,2,2,2,0,1,"54.220.210.4: (ASN=0, Country=0, Description=0); 52.209.93.221: (ASN=2, Country=2, Description=2); 52.31.232.51: (ASN=2, Country=2, Description=2); 3.248.237.236: (ASN=2, Country=2, Description=2); 99.81.197.208: (ASN=2, Country=2, Description=2); 34.250.164.89: (ASN=2, Country=2, Description=2); 34.251.167.52: (ASN=0, Country=0, Description=0); 63.33.30.75: (ASN=0, Country=0, Description=0); ",Suspicious
58559315.adoric-om.com,0,1,1,2,2,"104.21.64.1,104.21.48.1,104.21.16.1,104.21.96.1,104.21.80.1,104.21.32.1,104.21.112.1","2606:4700:3030::6815:6001,2606:4700:3030::6815:1001,2606:4700:3030::6815:2001,2606:4700:3030::6815:4001,2606:4700:3030::6815:5001,2606:4700:3030::6815:7001,2606:4700:3030::6815:3001",,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"104.21.64.1: (ASN=0, Country=0, Description=0); 104.21.48.1: (ASN=2, Country=2, Description=2); 104.21.16.1: (ASN=2, Country=2, Description=2); 104.21.96.1: (ASN=2, Country=2, Description=2); 104.21.80.1: (ASN=2, Country=2, Description=2); 104.21.32.1: (ASN=0, Country=0, Description=0); 104.21.112.1: (ASN=0, Country=0, Description=0); ",Good
k-investigations.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
www.careglass.fr,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
5246q.la4-c2-ia5.salesforceliveagent.com,0,1,2,2,2,"13.110.44.224,13.110.68.224,13.110.65.224",,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"13.110.44.224: (ASN=2, Country=2, Description=2); 13.110.68.224: (ASN=0, Country=0, Description=0); 13.110.65.224: (ASN=2, Country=2, Description=2); ",Good
shoukeikaku.jp,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
fyhishushe.com,0,1,1,2,2,0.0.0.0,::,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"0.0.0.0: (ASN=2, Country=2, Description=2); ",Good
4922212.fls.doubleclick.net,1,1,2,2,2,216.58.209.38,,,,0,0,0,0,0,2,1,2,1,2,2,2,0,0,"216.58.209.38: (ASN=0, Country=0, Description=0); ",Suspicious
deliveryengine.finelco.adswizz.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
profesionalchatgpt.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
btcinfinitypools.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
shop.destinypartners.org,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
videojettechnologies.d2.sc.omtrdc.net,1,1,2,2,2,"63.140.62.17,63.140.62.27,63.140.62.222",,,,0,1,0,0,0,2,1,0,1,2,2,2,0,0,"63.140.62.17: (ASN=0, Country=0, Description=0); 63.140.62.27: (ASN=0, Country=0, Description=0); 63.140.62.222: (ASN=0, Country=0, Description=0); ",Warning
www.steammcomunly.ru,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
chatgptpage.com,0,1,1,2,2,0.0.0.0,::,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"0.0.0.0: (ASN=2, Country=2, Description=2); ",Good
pl19063059.highrevenuegate.com,1,1,2,2,2,"192.243.59.12,172.240.108.84,172.240.253.132,192.243.59.20,192.243.61.225,192.243.59.13,172.240.108.76,172.240.108.68,192.243.61.227",,,,1,1,1,0,2,0,1,0,1,2,2,2,0,0,"192.243.59.12: (ASN=2, Country=2, Description=2); 172.240.108.84: (ASN=2, Country=2, Description=2); 172.240.253.132: (ASN=2, Country=2, Description=2); 192.243.59.20: (ASN=2, Country=2, Description=2); 192.243.61.225: (ASN=2, Country=2, Description=2); 192.243.59.13: (ASN=2, Country=2, Description=2); 172.240.108.76: (ASN=0, Country=0, Description=0); 172.240.108.68: (ASN=0, Country=0, Description=0); 192.243.61.227: (ASN=2, Country=2, Description=2); ",Warning
chiaraalzati.clickfunnels.com,0,1,1,2,2,"104.16.15.194,104.16.13.194,104.16.16.194,104.16.12.194,104.16.14.194","2606:4700::6810:10c2,2606:4700::6810:dc2,2606:4700::6810:fc2,2606:4700::6810:cc2,2606:4700::6810:ec2",,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"104.16.15.194: (ASN=2, Country=2, Description=2); 104.16.13.194: (ASN=2, Country=2, Description=2); 104.16.16.194: (ASN=2, Country=2, Description=2); 104.16.12.194: (ASN=0, Country=0, Description=0); 104.16.14.194: (ASN=0, Country=0, Description=0); ",Good
gregb4a5e1.clickfunnels.com,0,1,1,2,2,"104.16.16.194,104.16.13.194,104.16.15.194,104.16.14.194,104.16.12.194","2606:4700::6810:10c2,2606:4700::6810:dc2,2606:4700::6810:ec2,2606:4700::6810:cc2,2606:4700::6810:fc2",,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"104.16.16.194: (ASN=0, Country=0, Description=0); 104.16.13.194: (ASN=0, Country=0, Description=0); 104.16.15.194: (ASN=2, Country=2, Description=2); 104.16.14.194: (ASN=0, Country=0, Description=0); 104.16.12.194: (ASN=0, Country=0, Description=0); ",Good
p-62302.sy.cobrowse.liveperson.net,0,1,2,2,2,43.251.41.61,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"43.251.41.61: (ASN=0, Country=0, Description=0); ",Good
www.nz-app-6d848.web.app,1,1,1,2,2,199.36.158.100,2620:0:890::100,,,1,0,1,0,1,1,1,2,1,2,2,2,0,0,"199.36.158.100: (ASN=0, Country=0, Description=0); ",Warning
stinger-ad.bidr.io,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
driftstreams.com,0,1,2,1,1,155.138.242.48,,"0 east.smtp.mx.exch028.serverdata.net.,0 west.smtp.mx.exch028.serverdata.net.","""NETORGFT5686511.onmicrosoft.com"",""v=DKIM1;t=s;p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA0a3yAFNWf8Lz6s5yfcJuVCRBFLiSa4CXqQ+xPg34itfs9ZuffsSVoDbC0RtklnS6wNt14nNXIAbkxFQ8zFtn6xdLsRFZNRP5RWVRbi44mfmaj8DhjOm5bEg7Yu5YOMCTu194sqPN3oONTh5tjIl/Owj/Eq9523CiKHmIn7ENXaG9Lj+Lv6zXNBcvt+laTrNQI7ey6"" ""g/1/B7SflKzOKc2psoZWjryasKjGSaoaq41V9jsqmqFDc2bgeZSildvyYhKGj31Q5nWjOrY5bNkHHylCthPBrYNwH5S1IcyRMm8d4AVE8EjAE1Ru+mKaVUMbD/uGDTcStDeZD04tZPL6STg6QIDAQAB"",""v=spf1 include:spf.protection.outlook.com -all""",2,2,2,2,2,2,2,2,2,2,2,2,0,2,"155.138.242.48: (ASN=2, Country=2, Description=2); ",Good
mx2.osfm.org,1,2,2,2,1,,,,"""v=spf1 ip6:fd1b:212c:a5f9::/48 -all""",0,0,0,0,0,2,1,2,1,2,2,2,0,0,,Suspicious
s.servedby-buysellads.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
ymindopacific.com,0,1,1,2,2,0.0.0.0,::,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"0.0.0.0: (ASN=2, Country=2, Description=2); ",Good
www.moviease.com,1,1,2,2,2,199.59.243.228,,,,0,1,0,0,0,2,1,0,1,2,2,2,0,0,"199.59.243.228: (ASN=0, Country=0, Description=0); ",Warning
ludicrousroyaltennis.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
chat-gpt-next-web.hyakkaryouran.date,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
chatgpt-api.zchat.tech,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
adjustbedevilsweep.com,0,1,2,2,2,"192.243.59.12,172.240.108.76,192.243.59.13,192.243.59.20,172.240.108.68,192.243.61.227,172.240.253.132,192.243.61.225,172.240.108.84,172.240.127.234",,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"192.243.59.12: (ASN=2, Country=2, Description=2); 172.240.108.76: (ASN=2, Country=2, Description=2); 192.243.59.13: (ASN=2, Country=2, Description=2); 192.243.59.20: (ASN=0, Country=0, Description=0); 172.240.108.68: (ASN=0, Country=0, Description=0); 192.243.61.227: (ASN=0, Country=0, Description=0); 172.240.253.132: (ASN=0, Country=0, Description=0); 192.243.61.225: (ASN=2, Country=2, Description=2); 172.240.108.84: (ASN=0, Country=0, Description=0); 172.240.127.234: (ASN=0, Country=0, Description=0); ",Good
www.amakirawines.com.au,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
cb67d57588556d9710c4175ddb4fd3b8.safeframe.googlesyndication.com,1,2,1,2,2,,2a00:1450:4002:414::2001,,,0,0,0,0,0,2,1,2,1,2,2,2,0,0,,Suspicious
a8cname.cloudwifi-nc.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
l4da5o97.emltrk.com,1,1,2,2,2,"98.84.229.109,44.212.98.190,34.206.233.62,34.206.128.153",,,,0,0,0,0,0,2,1,2,1,2,2,2,0,0,"98.84.229.109: (ASN=2, Country=2, Description=2); 44.212.98.190: (ASN=0, Country=0, Description=0); 34.206.233.62: (ASN=0, Country=0, Description=0); 34.206.128.153: (ASN=2, Country=2, Description=2); ",Suspicious
www.secures4-bnpparibas.fr,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
colonialchrome.freeforums.org,0,1,1,2,2,"172.67.168.89,104.21.78.188","2606:4700:3033::ac43:a859,2606:4700:3030::6815:4ebc",,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"172.67.168.89: (ASN=0, Country=0, Description=0); 104.21.78.188: (ASN=0, Country=0, Description=0); ",Good
ad.doubleclick.net.18258.9081.302br.net,1,1,2,2,2,"54.228.18.230,34.250.164.89,52.210.49.149,52.18.242.212,52.212.176.163,52.31.232.51,54.77.230.99,99.80.179.252",,,,0,1,0,0,1,2,1,0,1,2,2,2,0,1,"54.228.18.230: (ASN=2, Country=2, Description=2); 34.250.164.89: (ASN=0, Country=0, Description=0); 52.210.49.149: (ASN=2, Country=2, Description=2); 52.18.242.212: (ASN=0, Country=0, Description=0); 52.212.176.163: (ASN=0, Country=0, Description=0); 52.31.232.51: (ASN=0, Country=0, Description=0); 54.77.230.99: (ASN=2, Country=2, Description=2); 99.80.179.252: (ASN=0, Country=0, Description=0); ",Suspicious
s5exhwg8.micpn.com,1,1,2,2,2,"108.138.192.101,108.138.192.126,108.138.192.48,108.138.192.90",,,,0,1,0,0,0,2,1,0,1,2,2,2,0,0,"108.138.192.101: (ASN=0, Country=0, Description=0); 108.138.192.126: (ASN=0, Country=0, Description=0); 108.138.192.48: (ASN=0, Country=0, Description=0); 108.138.192.90: (ASN=0, Country=0, Description=0); ",Warning
uberaudit.com,1,1,2,2,2,111.90.151.179,,,,0,0,0,0,0,2,1,2,1,2,2,2,0,0,"111.90.151.179: (ASN=0, Country=0, Description=0); ",Suspicious
www.hqawqssuvqyl.xyz,1,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,Caution
logw353.ati-host.net,1,1,2,2,2,108.138.180.180,,,,1,1,1,0,2,1,1,0,1,2,2,2,0,1,"108.138.180.180: (ASN=0, Country=0, Description=0); ",Warning
www.meta-business-case-3e420.web.app,1,1,1,2,2,199.36.158.100,2620:0:890::100,,,1,0,1,0,1,1,1,2,1,2,2,2,0,0,"199.36.158.100: (ASN=2, Country=2, Description=2); ",Warning
www.danielisaacmendoza.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
www.wishrobux.info,0,1,1,2,2,0.0.0.0,::,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"0.0.0.0: (ASN=2, Country=2, Description=2); ",Good
svnsgeotaj.duckdns.org,0,1,2,1,1,192.169.69.26,,50 svnsgeotaj.duckdns.org.,"""""",2,2,2,2,2,2,2,2,2,2,2,2,0,2,"192.169.69.26: (ASN=0, Country=0, Description=0); ",Good
dr200.drt.semrush.net,0,1,2,2,2,10.61.3.17,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"10.61.3.17: (ASN=2, Country=2, Description=2); ",Good
04279.com,1,1,2,2,1,"13.248.169.48,76.223.54.146",,,"""v=spf1 -all""",0,1,0,0,0,2,1,0,1,2,2,2,0,0,"13.248.169.48: (ASN=0, Country=0, Description=0); 76.223.54.146: (ASN=0, Country=0, Description=0); ",Warning
jsapi46194.xiald.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
o3bt.la4-c2-ia5.salesforceliveagent.com,0,1,2,2,2,"13.110.67.224,13.110.69.224,13.110.68.224",,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"13.110.67.224: (ASN=0, Country=0, Description=0); 13.110.69.224: (ASN=2, Country=2, Description=2); 13.110.68.224: (ASN=0, Country=0, Description=0); ",Good
doubleclick.net.34577.9252.302br.net,1,1,2,2,2,"54.171.3.36,54.229.99.142,54.75.59.212,54.229.182.24,52.212.176.163,52.210.110.130,34.251.167.52,34.241.122.232",,,,0,1,0,0,1,2,1,0,1,2,2,2,0,1,"54.171.3.36: (ASN=0, Country=0, Description=0); 54.229.99.142: (ASN=0, Country=0, Description=0); 54.75.59.212: (ASN=0, Country=0, Description=0); 54.229.182.24: (ASN=0, Country=0, Description=0); 52.212.176.163: (ASN=0, Country=0, Description=0); 52.210.110.130: (ASN=0, Country=0, Description=0); 34.251.167.52: (ASN=0, Country=0, Description=0); 34.241.122.232: (ASN=0, Country=0, Description=0); ",Suspicious
t.popsugar.com,1,1,2,2,2,"63.140.62.27,63.140.62.222,63.140.62.17",,,,0,1,0,0,0,2,1,0,1,2,2,2,0,0,"63.140.62.27: (ASN=0, Country=0, Description=0); 63.140.62.222: (ASN=0, Country=0, Description=0); 63.140.62.17: (ASN=2, Country=2, Description=2); ",Warning
3641.la3-c2-ia2.salesforceliveagent.com,0,1,2,2,2,"136.146.17.74,136.146.22.74,136.146.21.74",,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"136.146.17.74: (ASN=0, Country=0, Description=0); 136.146.22.74: (ASN=0, Country=0, Description=0); 136.146.21.74: (ASN=0, Country=0, Description=0); ",Good
trackvoluum.com,1,1,2,1,1,"54.231.168.133,52.216.142.27,52.216.240.91,52.217.125.141,16.15.200.5,54.231.166.77,52.216.44.149,16.182.96.109",,"10 aspmx.l.google.com.,20 alt1.aspmx.l.google.com.,20 alt2.aspmx.l.google.com.,30 aspmx2.googlemail.com.,30 aspmx3.googlemail.com.","""google-site-verification=-JDhHnw_AtF0KnyMwSGCbY0XWw5Ebk4CwE6HUkQyJgk""",0,1,0,0,0,2,1,0,1,2,2,2,0,0,"54.231.168.133: (ASN=0, Country=0, Description=0); 52.216.142.27: (ASN=0, Country=0, Description=0); 52.216.240.91: (ASN=0, Country=0, Description=0); 52.217.125.141: (ASN=0, Country=0, Description=0); 16.15.200.5: (ASN=0, Country=0, Description=0); 54.231.166.77: (ASN=0, Country=0, Description=0); 52.216.44.149: (ASN=0, Country=0, Description=0); 16.182.96.109: (ASN=0, Country=0, Description=0); ",Warning
ads.advertising.de,1,1,2,2,2,213.239.193.200,,,,0,1,0,0,0,2,1,0,1,2,2,2,0,0,"213.239.193.200: (ASN=2, Country=2, Description=2); ",Warning
imageserv.adtech.fr,1,1,1,2,2,142.132.181.81,2a01:4f8:1c17:fa73::1,,,0,1,0,0,0,2,1,0,1,2,2,2,0,0,"142.132.181.81: (ASN=2, Country=2, Description=2); ",Warning
www.enterpriseforesight247.com,1,1,2,2,2,51.11.20.152,,,,0,1,0,0,0,2,1,0,1,2,2,2,0,0,"51.11.20.152: (ASN=2, Country=2, Description=2); ",Warning
kocham-cie.c0.pl,1,1,2,1,1,95.211.144.68,,0 mail.cba.pl.,"""v=spf1 ip4:95.211.144.66 ip4:82.192.84.102 ip4:164.132.223.134 ip4:54.37.208.15 ip4:95.211.144.67 ip4:95.211.144.68 ip4:95.211.144.69 -all""",0,1,0,0,0,2,1,0,1,2,2,2,0,0,"95.211.144.68: (ASN=2, Country=2, Description=2); ",Warning
edidomus01.webtrekk.net,1,1,1,2,2,185.54.150.136,2a04:d280:2::136,,,0,0,0,0,0,2,1,2,1,2,2,2,0,0,"185.54.150.136: (ASN=2, Country=2, Description=2); ",Suspicious
2702938.sedoparking.com,1,1,2,2,2,64.190.63.136,,,,0,0,0,0,0,2,1,2,1,2,2,2,0,0,"64.190.63.136: (ASN=2, Country=2, Description=2); ",Suspicious
sapato01.webtrekk.net,1,1,2,2,2,185.54.150.17,,,,0,0,0,0,0,2,1,2,1,2,2,2,0,0,"185.54.150.17: (ASN=2, Country=2, Description=2); ",Suspicious
shaman.000free.us,1,1,2,2,2,185.53.178.51,,,,0,0,0,0,0,2,1,2,1,2,2,2,0,0,"185.53.178.51: (ASN=2, Country=2, Description=2); ",Suspicious
stream.totalh.net,0,1,2,2,2,185.27.134.55,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"185.27.134.55: (ASN=2, Country=2, Description=2); ",Good
barracuda.aabbenefits.com,1,1,2,1,2,185.53.177.52,,5 mail.h-email.net.,,0,0,0,0,0,2,1,2,1,2,2,2,0,0,"185.53.177.52: (ASN=2, Country=2, Description=2); ",Suspicious
l21y7xjurktli8.readnotify.com,1,1,2,2,2,91.103.1.84,,,,0,0,0,0,0,2,1,2,1,2,2,2,0,0,"91.103.1.84: (ASN=2, Country=2, Description=2); ",Suspicious
qelqlunebz.com,1,1,2,2,2,212.117.190.201,,,,0,0,0,0,0,2,1,2,1,2,2,2,0,0,"212.117.190.201: (ASN=2, Country=2, Description=2); ",Suspicious
piwik.christian-wederka.de,0,1,2,2,2,94.16.114.114,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"94.16.114.114: (ASN=2, Country=2, Description=2); ",Good
www.gameshill.net,1,1,2,2,2,91.195.240.19,,,,0,0,0,0,0,2,1,2,1,2,2,2,0,0,"91.195.240.19: (ASN=2, Country=2, Description=2); ",Suspicious
sn4xnkvkif9u.l.adsco.re,1,1,2,2,2,185.200.118.62,,,,0,1,0,0,0,2,1,0,1,2,2,2,0,0,"185.200.118.62: (ASN=2, Country=2, Description=2); ",Warning
forexrw7.com,0,1,2,2,2,157.90.176.218,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"157.90.176.218: (ASN=2, Country=2, Description=2); ",Good
